Serial Number,Part Number,Symbol,Composition
S1111127959,P1111111288,Bi,100
S1111127960,P1111111288,Bi,100
S1111127961,P1111111288,Bi,100
S1111127962,P1111111288,Bi,100
S1111127963,P1111111288,Bi,100
S1111127964,P1111111288,Bi,100
S1111127965,P1111111288,Bi,100
S1111127966,P1111111288,Bi,100
S1111127967,P1111111288,Bi,100
S1111127968,P1111111288,Bi,100
S1111127969,P1111111288,Bi,100
S1111127970,P1111111288,Bi,100
S1111127971,P1111111288,Bi,100
S1111127972,P1111111288,Bi,100
S1111127973,P1111111288,Bi,100
S1111127974,P1111111288,Bi,100
S1111127975,P1111111288,Bi,100
S1111127976,P1111111288,Bi,100
S1111127977,P1111111288,Bi,100
S1111127978,P1111111288,Bi,100
S1111127979,P1111111288,Bi,100
S1111127980,P1111111288,Bi,100
S1111127981,P1111111288,Bi,100
S1111127982,P1111111288,Bi,100
S1111127983,P1111111288,Bi,100
S1111127984,P1111111288,Bi,100
S1111127985,P1111111288,Bi,100
S1111127986,P1111111288,Bi,100
S1111127987,P1111111288,Bi,100
S1111127988,P1111111288,Bi,100
S1111127989,P1111111288,Bi,100
S1111127990,P1111111288,Bi,100
S1111127991,P1111111288,Bi,100
S1111127992,P1111111288,Bi,100
S1111127993,P1111111288,Bi,100
S1111127994,P1111111288,Bi,100
S1111127995,P1111111288,Bi,100
S1111127996,P1111111288,Bi,100
S1111127997,P1111111288,Bi,100
S1111127998,P1111111288,Bi,100
S1111127999,P1111111288,Bi,100
S1111128000,P1111111288,Bi,100
S1111128001,P1111111288,Bi,100
S1111128002,P1111111288,Bi,100
S1111128003,P1111111288,Bi,100
S1111128004,P1111111288,Bi,100
S1111128005,P1111111288,Bi,100
S1111128006,P1111111288,Bi,100
S1111128007,P1111111288,Bi,100
S1111128008,P1111111288,Bi,100
S1111128009,P1111111288,Bi,100
S1111128010,P1111111288,Bi,100
S1111128011,P1111111288,Bi,100
S1111128012,P1111111288,Bi,100
S1111128013,P1111111288,Bi,100
S1111128014,P1111111288,Bi,100
S1111128015,P1111111288,Bi,100
S1111128016,P1111111288,Bi,100
S1111128017,P1111111288,Bi,100
S1111128018,P1111111288,Bi,100
S1111128019,P1111111288,Bi,100
S1111128020,P1111111288,Bi,100
S1111128021,P1111111288,Bi,100
S1111128022,P1111111288,Bi,100
S1111128023,P1111111288,Bi,100
S1111128024,P1111111288,Bi,100
S1111128025,P1111111288,Bi,100
S1111128026,P1111111288,Bi,100
S1111128027,P1111111288,Bi,100
S1111128028,P1111111288,Bi,100
S1111128029,P1111111288,Bi,100
S1111128030,P1111111288,Bi,100
S1111128031,P1111111288,Bi,100
S1111128032,P1111111288,Bi,100
S1111128033,P1111111288,Bi,100
S1111128034,P1111111288,Bi,100
S1111128035,P1111111288,Bi,100
S1111128036,P1111111288,Bi,100
S1111128037,P1111111288,Bi,100
S1111128038,P1111111288,Bi,100
S1111128039,P1111111288,Bi,100
S1111128040,P1111111288,Bi,100
S1111128041,P1111111288,Bi,100
S1111128042,P1111111288,Bi,100
S1111128043,P1111111288,Bi,100
S1111128044,P1111111288,Bi,100
S1111128045,P1111111288,Bi,100
S1111128046,P1111111288,Bi,100
S1111128047,P1111111288,Bi,100
S1111128048,P1111111288,Bi,100
S1111128049,P1111111288,Bi,100
S1111128050,P1111111288,Bi,100
S1111128051,P1111111288,Bi,100
S1111128052,P1111111288,Bi,100
S1111128053,P1111111288,Bi,100
S1111128054,P1111111288,Bi,100
S1111128055,P1111111288,Bi,100
S1111128056,P1111111288,Bi,100
S1111128057,P1111111288,Bi,100
S1111128058,P1111111288,Bi,100
S1111128059,P1111111288,Bi,100
S1111128060,P1111111288,Bi,100
S1111128061,P1111111288,Bi,100
S1111128062,P1111111289,Bi,100
S1111128063,P1111111289,Bi,100
S1111128064,P1111111289,Bi,100
S1111128065,P1111111289,Bi,100
S1111128066,P1111111289,Bi,100
S1111128067,P1111111289,Bi,100
S1111128068,P1111111289,Bi,100
S1111128069,P1111111289,Bi,100
S1111128070,P1111111289,Bi,100
S1111128071,P1111111289,Bi,100
S1111128072,P1111111289,Bi,100
S1111128073,P1111111289,Bi,100
S1111128074,P1111111289,Bi,100
S1111128075,P1111111289,Bi,100
S1111128076,P1111111289,Bi,100
S1111128077,P1111111289,Bi,100
S1111128078,P1111111289,Bi,100
S1111128079,P1111111289,Bi,100
S1111128080,P1111111289,Bi,100
S1111128081,P1111111289,Bi,100
S1111128082,P1111111289,Bi,100
S1111128083,P1111111289,Bi,100
S1111128084,P1111111290,Bi,100
S1111128085,P1111111290,Bi,100
S1111128086,P1111111290,Bi,100
S1111128087,P1111111290,Bi,100
S1111128088,P1111111290,Bi,100
S1111128089,P1111111290,Bi,100
S1111128090,P1111111290,Bi,100
S1111128091,P1111111290,Bi,100
S1111128092,P1111111290,Bi,100
S1111128093,P1111111290,Bi,100
S1111128094,P1111111290,Bi,100
S1111128095,P1111111290,Bi,100
S1111128096,P1111111290,Bi,100
S1111128097,P1111111290,Bi,100
S1111128098,P1111111290,Bi,100
S1111128099,P1111111290,Bi,100
S1111128100,P1111111290,Bi,100
S1111128101,P1111111290,Bi,100
S1111128102,P1111111290,Bi,100
S1111128103,P1111111290,Bi,100
S1111128104,P1111111290,Bi,100
S1111128105,P1111111290,Bi,100
S1111128106,P1111111290,Bi,100
S1111128107,P1111111290,Bi,100
S1111128108,P1111111290,Bi,100
S1111128109,P1111111290,Bi,100
S1111128110,P1111111290,Bi,100
S1111128111,P1111111290,Bi,100
S1111128112,P1111111290,Bi,100
S1111128113,P1111111290,Bi,100
S1111128114,P1111111290,Bi,100
S1111128115,P1111111290,Bi,100
S1111128116,P1111111290,Bi,100
S1111128117,P1111111290,Bi,100
S1111128118,P1111111290,Bi,100
S1111128119,P1111111290,Bi,100
S1111128120,P1111111290,Bi,100
S1111128121,P1111111290,Bi,100
S1111128122,P1111111290,Bi,100
S1111128123,P1111111290,Bi,100
S1111128124,P1111111290,Bi,100
S1111128125,P1111111290,Bi,100
S1111128126,P1111111290,Bi,100
S1111128127,P1111111290,Bi,100
S1111128128,P1111111290,Bi,100
S1111128129,P1111111290,Bi,100
S1111128130,P1111111290,Bi,100
S1111128131,P1111111290,Bi,100
S1111128132,P1111111290,Bi,100
S1111128133,P1111111290,Bi,100
S1111128134,P1111111290,Bi,100
S1111128135,P1111111290,Bi,100
S1111128136,P1111111290,Bi,100
S1111128137,P1111111290,Bi,100
S1111128138,P1111111290,Bi,100
S1111128139,P1111111290,Bi,100
S1111128140,P1111111290,Bi,100
S1111128141,P1111111290,Bi,100
S1111128142,P1111111290,Bi,100
S1111128143,P1111111290,Bi,100
S1111128144,P1111111290,Bi,100
S1111128145,P1111111290,Bi,100
S1111128146,P1111111290,Bi,100
S1111128147,P1111111290,Bi,100
S1111128148,P1111111290,Bi,100
S1111128149,P1111111290,Bi,100
S1111128150,P1111111290,Bi,100
S1111128151,P1111111290,Bi,100
S1111128152,P1111111290,Bi,100
S1111128153,P1111111290,Bi,100
S1111128154,P1111111290,Bi,100
S1111128155,P1111111290,Bi,100
S1111128156,P1111111290,Bi,100
S1111128157,P1111111290,Bi,100
S1111128158,P1111111290,Bi,100
S1111128159,P1111111290,Bi,100
S1111128160,P1111111290,Bi,100
S1111128161,P1111111290,Bi,100
S1111128162,P1111111290,Bi,100
S1111128163,P1111111290,Bi,100
S1111128164,P1111111290,Bi,100
S1111128165,P1111111290,Bi,100
S1111128166,P1111111290,Bi,100
S1111128167,P1111111290,Bi,100
S1111128168,P1111111290,Bi,100
S1111128169,P1111111290,Bi,100
S1111128170,P1111111290,Bi,100
S1111128171,P1111111290,Bi,100
S1111128172,P1111111290,Bi,100
S1111128173,P1111111290,Bi,100
S1111128174,P1111111290,Bi,100
S1111128175,P1111111290,Bi,100
S1111128176,P1111111290,Bi,100
S1111128177,P1111111290,Bi,100
S1111128178,P1111111290,Bi,100
S1111128179,P1111111290,Bi,100
S1111128180,P1111111290,Bi,100
S1111128181,P1111111290,Bi,100
S1111128182,P1111111290,Bi,100
S1111128183,P1111111290,Bi,100
S1111128184,P1111111290,Bi,100
S1111128185,P1111111290,Bi,100
S1111128186,P1111111290,Bi,100
S1111128187,P1111111290,Bi,100
S1111128188,P1111111290,Bi,100
S1111128189,P1111111290,Bi,100
S1111128190,P1111111290,Bi,100
S1111128191,P1111111290,Bi,100
S1111128192,P1111111290,Bi,100
S1111128193,P1111111290,Bi,100
S1111128194,P1111111290,Bi,100
S1111128195,P1111111290,Bi,100
S1111128196,P1111111290,Bi,100
S1111128197,P1111111290,Bi,100
S1111128198,P1111111290,Bi,100
S1111128199,P1111111290,Bi,100
S1111128200,P1111111290,Bi,100
S1111128201,P1111111290,Bi,100
S1111128202,P1111111290,Bi,100
S1111128203,P1111111290,Bi,100
S1111128204,P1111111290,Bi,100
S1111128205,P1111111290,Bi,100
S1111128206,P1111111290,Bi,100
S1111128207,P1111111290,Bi,100
S1111128208,P1111111290,Bi,100
S1111128209,P1111111290,Bi,100
S1111128210,P1111111290,Bi,100
S1111128211,P1111111290,Bi,100
S1111128212,P1111111290,Bi,100
S1111128213,P1111111290,Bi,100
S1111128214,P1111111290,Bi,100
S1111128215,P1111111290,Bi,100
S1111128216,P1111111290,Bi,100
S1111128217,P1111111290,Bi,100
S1111128218,P1111111290,Bi,100
S1111128219,P1111111290,Bi,100
S1111128220,P1111111290,Bi,100
S1111128221,P1111111290,Bi,100
S1111128222,P1111111290,Bi,100
S1111128223,P1111111290,Bi,100
S1111128224,P1111111290,Bi,100
S1111128225,P1111111290,Bi,100
S1111128226,P1111111290,Bi,100
S1111128227,P1111111290,Bi,100
S1111128228,P1111111290,Bi,100
S1111128229,P1111111290,Bi,100
S1111128230,P1111111290,Bi,100
S1111128231,P1111111290,Bi,100
S1111128232,P1111111290,Bi,100
S1111128233,P1111111290,Bi,100
S1111128234,P1111111290,Bi,100
S1111128235,P1111111290,Bi,100
S1111128236,P1111111290,Bi,100
S1111128237,P1111111290,Bi,100
S1111128238,P1111111290,Bi,100
S1111128239,P1111111290,Bi,100
S1111128240,P1111111290,Bi,100
S1111128241,P1111111290,Bi,100
S1111128242,P1111111290,Bi,100
S1111128243,P1111111290,Bi,100
S1111128244,P1111111290,Bi,100
S1111128245,P1111111290,Bi,100
S1111128246,P1111111290,Bi,100
S1111128247,P1111111290,Bi,100
S1111128248,P1111111290,Bi,100
S1111128249,P1111111290,Bi,100
S1111128250,P1111111290,Bi,100
S1111128251,P1111111290,Bi,100
S1111128252,P1111111290,Bi,100
S1111128253,P1111111290,Bi,100
S1111128254,P1111111290,Bi,100
S1111128255,P1111111290,Bi,100
S1111128256,P1111111290,Bi,100
S1111128257,P1111111290,Bi,100
S1111128258,P1111111290,Bi,100
S1111128259,P1111111290,Bi,100
S1111128260,P1111111290,Bi,100
S1111128261,P1111111290,Bi,100
S1111128262,P1111111290,Bi,100
S1111128263,P1111111290,Bi,100
S1111128264,P1111111290,Bi,100
S1111128265,P1111111291,Bi,100
S1111128266,P1111111291,Bi,100
S1111128267,P1111111291,Bi,100
S1111128268,P1111111291,Bi,100
S1111128269,P1111111291,Bi,100
S1111128270,P1111111291,Bi,100
S1111128271,P1111111291,Bi,100
S1111128272,P1111111291,Bi,100
S1111128273,P1111111291,Bi,100
S1111128274,P1111111291,Bi,100
S1111128275,P1111111291,Bi,100
S1111128276,P1111111291,Bi,100
S1111128277,P1111111291,Bi,100
S1111128278,P1111111291,Bi,100
S1111128279,P1111111291,Bi,100
S1111128280,P1111111291,Bi,100
S1111128281,P1111111291,Bi,100
S1111128282,P1111111291,Bi,100
S1111128283,P1111111291,Bi,100
S1111128284,P1111111291,Bi,100
S1111128285,P1111111291,Bi,100
S1111128286,P1111111291,Bi,100
S1111128287,P1111111291,Bi,100
S1111128288,P1111111291,Bi,100
S1111128289,P1111111291,Bi,100
S1111128290,P1111111291,Bi,100
S1111128291,P1111111291,Bi,100
S1111128292,P1111111291,Bi,100
S1111128293,P1111111291,Bi,100
S1111128294,P1111111291,Bi,100
S1111128295,P1111111291,Bi,100
S1111128296,P1111111291,Bi,100
S1111128297,P1111111291,Bi,100
S1111128298,P1111111291,Bi,100
S1111128299,P1111111291,Bi,100
S1111128300,P1111111291,Bi,100
S1111128301,P1111111291,Bi,100
S1111128302,P1111111291,Bi,100
S1111128303,P1111111291,Bi,100
S1111128304,P1111111291,Bi,100
S1111128305,P1111111291,Bi,100
S1111128306,P1111111291,Bi,100
S1111128307,P1111111291,Bi,100
S1111128308,P1111111291,Bi,100
S1111128309,P1111111291,Bi,100
S1111128310,P1111111291,Bi,100
S1111128311,P1111111291,Bi,100
S1111128312,P1111111291,Bi,100
S1111128313,P1111111291,Bi,100
S1111128314,P1111111291,Bi,100
S1111128315,P1111111291,Bi,100
S1111128316,P1111111291,Bi,100
S1111128317,P1111111291,Bi,100
S1111128318,P1111111291,Bi,100
S1111128319,P1111111291,Bi,100
S1111128320,P1111111291,Bi,100
S1111128321,P1111111291,Bi,100
S1111128322,P1111111291,Bi,100
S1111128323,P1111111291,Bi,100
S1111128324,P1111111291,Bi,100
S1111128325,P1111111291,Bi,100
S1111128326,P1111111291,Bi,100
S1111128327,P1111111291,Bi,100
S1111128328,P1111111291,Bi,100
S1111128329,P1111111291,Bi,100
S1111128330,P1111111291,Bi,100
S1111128331,P1111111291,Bi,100
S1111128332,P1111111291,Bi,100
S1111128333,P1111111291,Bi,100
S1111128334,P1111111291,Bi,100
S1111128335,P1111111291,Bi,100
S1111128336,P1111111291,Bi,100
S1111128337,P1111111291,Bi,100
S1111128338,P1111111291,Bi,100
S1111128339,P1111111291,Bi,100
S1111128340,P1111111291,Bi,100
S1111128341,P1111111291,Bi,100
S1111128342,P1111111291,Bi,100
S1111128343,P1111111291,Bi,100
S1111128344,P1111111291,Bi,100
S1111128345,P1111111291,Bi,100
S1111128346,P1111111291,Bi,100
S1111128347,P1111111291,Bi,100
S1111128348,P1111111291,Bi,100
S1111128349,P1111111291,Bi,100
S1111128350,P1111111291,Bi,100
S1111128351,P1111111291,Bi,100
S1111128352,P1111111291,Bi,100
S1111128353,P1111111291,Bi,100
S1111128354,P1111111291,Bi,100
S1111128355,P1111111291,Bi,100
S1111128356,P1111111291,Bi,100
S1111128357,P1111111291,Bi,100
S1111128358,P1111111291,Bi,100
S1111128359,P1111111291,Bi,100
S1111128360,P1111111291,Bi,100
S1111128361,P1111111291,Bi,100
S1111128362,P1111111291,Bi,100
S1111128363,P1111111291,Bi,100
S1111128364,P1111111291,Bi,100
S1111128365,P1111111291,Bi,100
S1111128366,P1111111291,Bi,100
S1111128367,P1111111291,Bi,100
S1111128368,P1111111291,Bi,100
S1111128369,P1111111291,Bi,100
S1111128370,P1111111291,Bi,100
S1111128371,P1111111291,Bi,100
S1111128372,P1111111291,Bi,100
S1111128373,P1111111291,Bi,100
S1111128374,P1111111291,Bi,100
S1111128375,P1111111291,Bi,100
S1111128376,P1111111291,Bi,100
S1111128377,P1111111291,Bi,100
S1111128378,P1111111291,Bi,100
S1111128379,P1111111291,Bi,100
S1111128380,P1111111291,Bi,100
S1111128381,P1111111291,Bi,100
S1111128382,P1111111291,Bi,100
S1111128383,P1111111291,Bi,100
S1111128384,P1111111291,Bi,100
S1111128385,P1111111291,Bi,100
S1111128386,P1111111291,Bi,100
S1111128387,P1111111291,Bi,100
S1111128388,P1111111291,Bi,100
S1111128389,P1111111291,Bi,100
S1111128390,P1111111291,Bi,100
S1111128391,P1111111291,Bi,100
S1111128392,P1111111291,Bi,100
S1111128393,P1111111291,Bi,100
S1111128394,P1111111291,Bi,100
S1111128395,P1111111291,Bi,100
S1111128396,P1111111291,Bi,100
S1111128397,P1111111291,Bi,100
S1111128398,P1111111292,Bi,100
S1111128399,P1111111292,Bi,100
S1111128400,P1111111292,Bi,100
S1111128401,P1111111292,Bi,100
S1111128402,P1111111292,Bi,100
S1111128403,P1111111292,Bi,100
S1111128404,P1111111292,Bi,100
S1111128405,P1111111292,Bi,100
S1111128406,P1111111292,Bi,100
S1111128407,P1111111292,Bi,100
S1111128408,P1111111292,Bi,100
S1111128409,P1111111292,Bi,100
S1111128410,P1111111292,Bi,100
S1111128411,P1111111292,Bi,100
S1111128412,P1111111292,Bi,100
S1111128413,P1111111292,Bi,100
S1111128414,P1111111292,Bi,100
S1111128415,P1111111292,Bi,100
S1111128416,P1111111292,Bi,100
S1111128417,P1111111292,Bi,100
S1111128418,P1111111292,Bi,100
S1111128419,P1111111292,Bi,100
S1111128420,P1111111292,Bi,100
S1111128421,P1111111292,Bi,100
S1111128422,P1111111292,Bi,100
S1111128423,P1111111292,Bi,100
S1111128424,P1111111292,Bi,100
S1111128425,P1111111292,Bi,100
S1111128426,P1111111292,Bi,100
S1111128427,P1111111292,Bi,100
S1111128428,P1111111292,Bi,100
S1111128429,P1111111292,Bi,100
S1111128430,P1111111292,Bi,100
S1111128431,P1111111292,Bi,100
S1111128432,P1111111292,Bi,100
S1111128433,P1111111292,Bi,100
S1111128434,P1111111292,Bi,100
S1111128435,P1111111292,Bi,100
S1111128436,P1111111292,Bi,100
S1111128437,P1111111292,Bi,100
S1111128438,P1111111292,Bi,100
S1111128439,P1111111292,Bi,100
S1111128440,P1111111292,Bi,100
S1111128441,P1111111292,Bi,100
S1111128442,P1111111292,Bi,100
S1111128443,P1111111292,Bi,100
S1111128444,P1111111292,Bi,100
S1111128445,P1111111292,Bi,100
S1111128446,P1111111292,Bi,100
S1111128447,P1111111292,Bi,100
S1111128448,P1111111292,Bi,100
S1111128449,P1111111292,Bi,100
S1111128450,P1111111292,Bi,100
S1111128451,P1111111292,Bi,100
S1111128452,P1111111292,Bi,100
S1111128453,P1111111292,Bi,100
S1111128454,P1111111292,Bi,100
S1111128455,P1111111292,Bi,100
S1111128456,P1111111292,Bi,100
S1111128457,P1111111292,Bi,100
S1111128458,P1111111292,Bi,100
S1111128459,P1111111292,Bi,100
S1111128460,P1111111292,Bi,100
S1111128461,P1111111292,Bi,100
S1111128462,P1111111292,Bi,100
S1111128463,P1111111292,Bi,100
S1111128464,P1111111292,Bi,100
S1111128465,P1111111292,Bi,100
S1111128466,P1111111292,Bi,100
S1111128467,P1111111292,Bi,100
S1111128468,P1111111292,Bi,100
S1111128469,P1111111292,Bi,100
S1111128470,P1111111292,Bi,100
S1111128471,P1111111292,Bi,100
S1111128472,P1111111292,Bi,100
S1111128473,P1111111292,Bi,100
S1111128474,P1111111292,Bi,100
S1111128475,P1111111292,Bi,100
S1111128476,P1111111292,Bi,100
S1111128477,P1111111292,Bi,100
S1111128478,P1111111292,Bi,100
S1111128479,P1111111292,Bi,100
S1111128480,P1111111292,Bi,100
S1111128481,P1111111292,Bi,100
S1111128482,P1111111292,Bi,100
S1111128483,P1111111292,Bi,100
S1111128484,P1111111292,Bi,100
S1111128485,P1111111292,Bi,100
S1111128486,P1111111292,Bi,100
S1111128487,P1111111292,Bi,100
S1111128488,P1111111292,Bi,100
S1111128489,P1111111292,Bi,100
S1111128490,P1111111292,Bi,100
S1111128491,P1111111292,Bi,100
S1111128492,P1111111292,Bi,100
S1111128493,P1111111292,Bi,100
S1111128494,P1111111292,Bi,100
S1111128495,P1111111292,Bi,100
S1111128496,P1111111292,Bi,100
S1111128497,P1111111292,Bi,100
S1111128498,P1111111292,Bi,100
S1111128499,P1111111292,Bi,100
S1111128500,P1111111292,Bi,100
S1111128501,P1111111292,Bi,100
S1111128502,P1111111292,Bi,100
S1111128503,P1111111292,Bi,100
S1111128504,P1111111292,Bi,100
S1111128505,P1111111292,Bi,100
S1111128506,P1111111292,Bi,100
S1111128507,P1111111292,Bi,100
S1111128508,P1111111292,Bi,100
S1111128509,P1111111292,Bi,100
S1111128510,P1111111292,Bi,100
S1111128511,P1111111292,Bi,100
S1111128512,P1111111292,Bi,100
S1111128513,P1111111292,Bi,100
S1111128514,P1111111292,Bi,100
S1111128515,P1111111292,Bi,100
S1111128516,P1111111292,Bi,100
S1111128517,P1111111292,Bi,100
S1111128518,P1111111292,Bi,100
S1111128519,P1111111292,Bi,100
S1111128520,P1111111292,Bi,100
S1111128521,P1111111292,Bi,100
S1111128522,P1111111292,Bi,100
S1111128523,P1111111292,Bi,100
S1111128524,P1111111292,Bi,100
S1111128525,P1111111292,Bi,100
S1111128526,P1111111292,Bi,100
S1111128527,P1111111292,Bi,100
S1111128528,P1111111292,Bi,100
S1111128529,P1111111292,Bi,100
S1111128530,P1111111292,Bi,100
S1111128531,P1111111292,Bi,100
S1111128532,P1111111292,Bi,100
S1111128533,P1111111292,Bi,100
S1111128534,P1111111292,Bi,100
S1111128535,P1111111292,Bi,100
S1111128536,P1111111292,Bi,100
S1111128537,P1111111292,Bi,100
S1111128538,P1111111292,Bi,100
S1111128539,P1111111292,Bi,100
S1111128540,P1111111292,Bi,100
S1111128541,P1111111292,Bi,100
S1111128542,P1111111292,Bi,100
S1111128543,P1111111292,Bi,100
S1111128544,P1111111292,Bi,100
S1111128545,P1111111292,Bi,100
S1111128546,P1111111292,Bi,100
S1111128547,P1111111292,Bi,100
S1111128548,P1111111292,Bi,100
S1111128549,P1111111292,Bi,100
S1111128550,P1111111292,Bi,100
S1111128551,P1111111292,Bi,100
S1111128552,P1111111292,Bi,100
S1111128553,P1111111292,Bi,100
S1111128554,P1111111292,Bi,100
S1111128555,P1111111292,Bi,100
S1111128556,P1111111292,Bi,100
S1111128557,P1111111292,Bi,100
S1111128558,P1111111292,Bi,100
S1111128559,P1111111292,Bi,100
S1111128560,P1111111292,Bi,100
S1111128561,P1111111292,Bi,100
S1111128562,P1111111292,Bi,100
S1111128563,P1111111292,Bi,100
S1111128564,P1111111292,Bi,100
S1111128565,P1111111292,Bi,100
S1111128566,P1111111292,Bi,100
S1111128567,P1111111292,Bi,100
S1111128568,P1111111292,Bi,100
S1111128569,P1111111292,Bi,100
S1111128570,P1111111292,Bi,100
S1111128571,P1111111292,Bi,100
S1111128572,P1111111292,Bi,100
S1111128573,P1111111292,Bi,100
S1111128574,P1111111292,Bi,100
S1111128575,P1111111292,Bi,100
S1111128576,P1111111292,Bi,100
S1111128577,P1111111292,Bi,100
S1111128578,P1111111292,Bi,100
S1111128579,P1111111292,Bi,100
S1111128580,P1111111292,Bi,100
S1111128581,P1111111292,Bi,100
S1111128582,P1111111292,Bi,100
S1111128583,P1111111293,Bi,100
S1111128584,P1111111293,Bi,100
S1111128585,P1111111293,Bi,100
S1111128586,P1111111293,Bi,100
S1111128587,P1111111293,Bi,100
S1111128588,P1111111293,Bi,100
S1111128589,P1111111293,Bi,100
S1111128590,P1111111293,Bi,100
S1111128591,P1111111293,Bi,100
S1111128592,P1111111293,Bi,100
S1111128593,P1111111293,Bi,100
S1111128594,P1111111293,Bi,100
S1111128595,P1111111293,Bi,100
S1111128596,P1111111293,Bi,100
S1111128597,P1111111293,Bi,100
S1111128598,P1111111293,Bi,100
S1111128599,P1111111293,Bi,100
S1111128600,P1111111293,Bi,100
S1111128601,P1111111293,Bi,100
S1111128602,P1111111293,Bi,100
S1111128603,P1111111293,Bi,100
S1111128604,P1111111293,Bi,100
S1111128605,P1111111293,Bi,100
S1111128606,P1111111293,Bi,100
S1111128607,P1111111293,Bi,100
S1111128608,P1111111293,Bi,100
S1111128609,P1111111293,Bi,100
S1111128610,P1111111293,Bi,100
S1111128611,P1111111293,Bi,100
S1111128612,P1111111293,Bi,100
S1111128613,P1111111293,Bi,100
S1111128614,P1111111293,Bi,100
S1111128615,P1111111293,Bi,100
S1111128616,P1111111293,Bi,100
S1111128617,P1111111293,Bi,100
S1111128618,P1111111293,Bi,100
S1111128619,P1111111293,Bi,100
S1111128620,P1111111293,Bi,100
S1111128621,P1111111293,Bi,100
S1111128622,P1111111293,Bi,100
S1111128623,P1111111293,Bi,100
S1111128624,P1111111293,Bi,100
S1111128625,P1111111293,Bi,100
S1111128626,P1111111293,Bi,100
S1111128627,P1111111293,Bi,100
S1111128628,P1111111293,Bi,100
S1111128629,P1111111293,Bi,100
S1111128630,P1111111293,Bi,100
S1111128631,P1111111293,Bi,100
S1111128632,P1111111293,Bi,100
S1111128633,P1111111293,Bi,100
S1111128634,P1111111293,Bi,100
S1111128635,P1111111293,Bi,100
S1111128636,P1111111293,Bi,100
